Time.Stamp, PM_2.5, PM_10
2019-10-22 13:15:43, 8.500000, 11.800000
2019-10-22 13:15:45, 8.700000, 12.400000
2019-10-22 13:15:47, 8.600000, 11.500000
2019-10-22 13:15:49, 8.500000, 10.900000
2019-10-22 13:15:51, 8.400000, 10.900000
2019-10-22 13:15:53, 8.600000, 11.100000
2019-10-22 13:15:55, 8.700000, 12.000000
2019-10-22 13:15:57, 8.600000, 12.900000
2019-10-22 13:15:59, 8.600000, 13.300000
2019-10-22 13:16:02, 8.500000, 13.300000
2019-10-22 13:16:04, 8.500000, 12.300000
2019-10-22 13:16:06, 8.500000, 12.500000
2019-10-22 13:16:08, 8.500000, 12.300000
2019-10-22 13:16:10, 8.700000, 12.400000
2019-10-22 13:16:12, 8.700000, 13.000000
2019-10-22 13:16:14, 8.700000, 13.800000
2019-10-22 13:16:16, 8.600000, 14.000000
2019-10-22 13:16:18, 8.700000, 14.200000
2019-10-22 13:16:20, 8.800000, 14.400000
2019-10-22 13:16:23, 8.700000, 14.100000
2019-10-22 13:16:25, 8.500000, 13.400000
2019-10-22 13:16:27, 8.600000, 12.900000
2019-10-22 13:16:29, 8.600000, 12.500000
2019-10-22 13:16:31, 8.600000, 12.300000
2019-10-22 13:16:33, 8.700000, 12.300000
2019-10-22 13:16:35, 8.700000, 12.100000
2019-10-22 13:16:37, 8.600000, 12.000000
2019-10-22 13:16:39, 8.400000, 12.100000
2019-10-22 13:16:42, 8.300000, 12.300000
2019-10-22 13:16:44, 8.200000, 11.100000
2019-10-22 13:16:46, 8.100000, 11.500000
2019-10-22 13:16:48, 8.100000, 11.100000
2019-10-22 13:16:50, 8.100000, 11.200000
2019-10-22 13:16:52, 8.200000, 11.800000
2019-10-22 13:16:54, 8.200000, 12.500000
2019-10-22 13:16:56, 8.100000, 12.800000
2019-10-22 13:16:58, 8.100000, 12.700000
2019-10-22 13:17:00, 8.000000, 12.700000
2019-10-22 13:17:03, 8.100000, 13.000000
2019-10-22 13:17:05, 8.200000, 13.500000
2019-10-22 13:17:07, 8.500000, 13.500000
2019-10-22 13:17:09, 8.400000, 13.200000
2019-10-22 13:17:11, 8.400000, 12.400000
2019-10-22 13:17:13, 8.400000, 12.400000
2019-10-22 13:17:15, 8.500000, 11.900000
2019-10-22 13:17:17, 8.400000, 13.600000
2019-10-22 13:17:19, 8.600000, 14.200000
2019-10-22 13:17:21, 8.600000, 13.800000
2019-10-22 13:17:24, 8.500000, 13.300000
2019-10-22 13:17:26, 8.600000, 12.200000
2019-10-22 13:17:28, 8.700000, 12.200000
2019-10-22 13:17:30, 8.800000, 13.700000
2019-10-22 13:17:32, 8.800000, 13.800000
2019-10-22 13:17:34, 8.600000, 13.200000
2019-10-22 13:17:36, 8.400000, 13.200000
2019-10-22 13:17:38, 8.500000, 13.600000
2019-10-22 13:17:40, 8.500000, 13.800000
2019-10-22 13:17:42, 8.600000, 14.100000
2019-10-22 13:17:45, 8.600000, 14.000000
2019-10-22 13:17:47, 8.600000, 12.600000
2019-10-22 13:17:49, 8.500000, 12.300000
2019-10-22 13:17:51, 8.300000, 11.800000
2019-10-22 13:17:53, 8.200000, 11.600000
2019-10-22 13:17:55, 8.200000, 12.400000
2019-10-22 13:17:57, 8.100000, 13.200000
2019-10-22 13:17:59, 8.300000, 12.200000
2019-10-22 13:18:01, 8.200000, 11.700000
2019-10-22 13:18:04, 8.100000, 11.600000
2019-10-22 13:18:06, 8.000000, 11.400000
2019-10-22 13:18:08, 8.100000, 11.800000
2019-10-22 13:18:10, 8.000000, 11.700000
2019-10-22 13:18:12, 7.900000, 11.200000
2019-10-22 13:18:14, 7.800000, 11.400000
2019-10-22 13:18:16, 7.800000, 11.800000
2019-10-22 13:18:18, 8.000000, 12.000000
2019-10-22 13:18:20, 8.000000, 12.200000
2019-10-22 13:18:22, 8.100000, 12.300000
2019-10-22 13:18:25, 8.100000, 12.100000
2019-10-22 13:18:27, 8.100000, 11.600000
2019-10-22 13:18:29, 8.000000, 10.400000
2019-10-22 13:18:31, 8.100000, 10.600000
2019-10-22 13:18:33, 8.200000, 10.600000
2019-10-22 13:18:35, 8.300000, 10.800000
2019-10-22 13:18:37, 8.100000, 10.300000
2019-10-22 13:18:39, 8.200000, 10.400000
2019-10-22 13:18:41, 8.200000, 10.200000
2019-10-22 13:18:43, 8.400000, 10.200000
2019-10-22 13:18:46, 8.500000, 10.000000
2019-10-22 13:18:48, 8.300000, 9.300000
2019-10-22 13:18:50, 8.300000, 9.400000
2019-10-22 13:18:52, 8.200000, 9.100000
2019-10-22 13:18:54, 8.400000, 9.400000
2019-10-22 13:18:56, 8.400000, 9.300000
2019-10-22 13:18:58, 8.400000, 9.300000
2019-10-22 13:19:00, 8.200000, 9.100000
2019-10-22 13:19:02, 8.200000, 9.200000
2019-10-22 13:19:04, 8.300000, 9.700000
